sid	song_name	artist_name	full_name	en_id
223	The Coral Sea	Look At Her Face	The Coral Sea - Look At Her Face	music://id.echonest.com/~/TR/TRVVLDI121E69FE0E1
224	The Cure	Just Like Heaven	The Cure - Just Like Heaven	music://id.echonest.com/~/TR/TRBHMJC121E69FE0D9
225	The Offspring	Come Out And Play	The Offspring - Come Out And Play	music://id.echonest.com/~/TR/TRNYYHR121E22B5096
227	The Offspring	Gotta Get Away	The Offspring - Gotta Get Away	music://id.echonest.com/~/TR/TRXRLEJ121E2986E1A
228	The Offspring	Pretty Fly (For A White Guy)	The Offspring - Pretty Fly (For A White Guy)	music://id.echonest.com/~/TR/TRJTIKD121E2B7B9CE
229	The Offspring	The Kids Aren't Alright	The Offspring - The Kids Aren't Alright	music://id.echonest.com/~/TR/TRBKDJS121E2B7B9CD
230	The Police	Message In A Bottle	The Police - Message In A Bottle	music://id.echonest.com/~/TR/TRSWBSM121E22B3909
231	The Police	Roxanne	The Police - Roxanne	music://id.echonest.com/~/TR/TRYFVRD121E22B507E
232	The Postal Service	Nothing Better	The Postal Service - Nothing Better	music://id.echonest.com/~/TR/TRHPQEJ121D14858C3
233	The Smiths	Ask (Live)	The Smiths - Ask (Live)	music://id.echonest.com/~/TR/TRZKZZV121E1F567AD
234	The Strokes	Reptilia	The Strokes - Reptilia	music://id.echonest.com/~/TR/TRZHRKG121D69B23C6
235	The White Stripes	Seven Nation Army	The White Stripes - Seven Nation Army	music://id.echonest.com/~/TR/TRDZVEE121E1A50972
236	The White Stripes	Sugar Never Tasted So Good	The White Stripes - Sugar Never Tasted So Good	music://id.echonest.com/~/TR/TRCKSKO121E1A50971
238	U2	Tryin' To Throw Your Arms Around The World	U2 - Tryin' To Throw Your Arms Around The World	music://id.echonest.com/~/TR/TRPGYEF121DA4F65B1
239	Vampire Weekend	Campus	Vampire Weekend - Campus	music://id.echonest.com/~/TR/TRPJKEZ121D3CC34ED
241	Yeah Yeah Yeahs	Cheated Hearts	Yeah Yeah Yeahs - Cheated Hearts	music://id.echonest.com/~/TR/TRWQVGQ121D76107EC
242	Yeah Yeah Yeahs	Y Control	Yeah Yeah Yeahs - Y Control	music://id.echonest.com/~/TR/TRJRUOW121D7490F37
243	Yellowcard	Miles Apart	Yellowcard - Miles Apart	music://id.echonest.com/~/TR/TROLIPX121D7602947
244	Yellowcard	Way Away	Yellowcard - Way Away	music://id.echonest.com/~/TR/TRXAPAR121D7602946
245	Alice In Chains	Sea Of Sorrow	Alice In Chains - Sea Of Sorrow	music://id.echonest.com/~/TR/TRXCHWF121D9480BB2
246	Audioslave	Gasoline	Audioslave - Gasoline	music://id.echonest.com/~/TR/TRZYOUH121DEDD794B
247	Bush	Greedy Fly	Bush - Greedy Fly	music://id.echonest.com/~/TR/TRZXUEZ121E352EC48
248	Bush	Letting The Cables Sleep	Bush - Letting The Cables Sleep	music://id.echonest.com/~/TR/TRYLVNX121E37B57F2
249	Bush	Little Things	Bush - Little Things	music://id.echonest.com/~/TR/TRRZUWU121E37B57F3
250	Bush	Swallowed	Bush - Swallowed	music://id.echonest.com/~/TR/TRNLARU121E39E1E3B
251	Bush	The Chemicals Between Us	Bush - The Chemicals Between Us	music://id.echonest.com/~/TR/TRJPRLI121E367DBAB
252	Cake	I Will Survive	Cake - I Will Survive	music://id.echonest.com/~/TR/TROZLWI121E3D487EA
253	Candlebox	Arrow	Candlebox - Arrow	music://id.echonest.com/~/TR/TRLKVKF121E4AFFF8A
254	Collective Soul	Run	Collective Soul - Run	music://id.echonest.com/~/TR/TRUUGLP121E65CA9EB
255	Collective Soul	The World I Know	Collective Soul - The World I Know	music://id.echonest.com/~/TR/TRHEYEW121E61734AC
256	Danzig	Mother	Danzig - Mother	music://id.echonest.com/~/TR/TRCYFTT121E72587D6
257	Days Of The New	The Down Town	Days Of The New - The Down Town	music://id.echonest.com/~/TR/TRTVPZI121E8501569
258	Deftones	Simple Man	Deftones - Simple Man	music://id.echonest.com/~/TR/TRVTJIZ121E8F5B7B5
259	Faith No More	Epic	Faith No More - Epic	music://id.echonest.com/~/TR/TRILHIR121EBF55F50
260	Foo Fighters	All My Life	Foo Fighters - All My Life	music://id.echonest.com/~/TR/TRVXSDZ121EC69F6EC
261	Foo Fighters	DOA	Foo Fighters - DOA	music://id.echonest.com/~/TR/TRJAVNW121EC69F6ED
264	Fuel	Shimmer	Fuel - Shimmer	music://id.echonest.com/~/TR/TRNCMRN121ECB3D13E
265	Garbage	Bad Boyfriend	Garbage - Bad Boyfriend	music://id.echonest.com/~/TR/TRIGTSK121ECC430A6
266	Godsmack	Speak	Godsmack - Speak	music://id.echonest.com/~/TR/TRLIOMN121EDDFAECB
267	Green Day	Waiting	Green Day - Waiting	music://id.echonest.com/~/TR/TRKMVQE121EDC28DD8
268	Hole	Awful	Hole - Awful	music://id.echonest.com/~/TR/TRHXCAT121EF644B2B
269	Live	I Alone	Live - I Alone	228dacd49006d7a8996fe7fdf2ed6b6d
270	Live	Iris	Live - Iris	4fe14c93ce593cacfe23d47e20bb2f82
271	Metallica	Fade To Black	Metallica - Fade To Black	music://id.echonest.com/~/TR/TRORMPT121F3081249
272	Nine Inch Nails	Head Like A Hole	Nine Inch Nails - Head Like A Hole	music://id.echonest.com/~/TR/TRWWDTL121F05E5EC3
273	Nirvana	All Apologies	Nirvana - All Apologies	music://id.echonest.com/~/TR/TRAINGM121F077C6A5
277	Oasis	Champagne Supernova (Live)	Oasis - Champagne Supernova (Live)	music://id.echonest.com/~/TR/TRZNNQC121F0790EB4
278	Pearl Jam	Rearviewmirror	Pearl Jam - Rearviewmirror	music://id.echonest.com/~/TR/TRWQRNA121EF2DAAC7
279	Puddle Of Mudd	Blurry	Puddle Of Mudd - Blurry	music://id.echonest.com/~/TR/TRWSVIT121EDC88527
281	Queens Of The Stone Age	The Lost Art Of Keeping A Secret	Queens Of The Stone Age - The Lost Art Of Keeping A Secret	music://id.echonest.com/~/TR/TROKRIJ121EE00FA37
282	R.E.M.	Losing My Religion	R.E.M. - Losing My Religion	music://id.echonest.com/~/TR/TRNGUGC121EDDA76E0
283	Radiohead	Bullet Proof..I Wish I Was	Radiohead - Bullet Proof..I Wish I Was	music://id.echonest.com/~/TR/TRTDXRT121EDC28DBF
284	Radiohead	Creep	Radiohead - Creep	music://id.echonest.com/~/TR/TREZQNL121EDC28DBE
285	Rage Against The Machine	Renegades Of Funk	Rage Against The Machine - Renegades Of Funk	music://id.echonest.com/~/TR/TRQKVZL121D2183B86
286	Rage Against The Machine	Testify	Rage Against The Machine - Testify	music://id.echonest.com/~/TR/TRZULOB121EDC08635
287	Red Hot Chili Peppers	Aeroplane	Red Hot Chili Peppers - Aeroplane	music://id.echonest.com/~/TR/TRSTUPV121ED0CBAE9
288	Red Hot Chili Peppers	Blood Sugar Sex Magik	Red Hot Chili Peppers - Blood Sugar Sex Magik	music://id.echonest.com/~/TR/TRTMFQZ121ED4222C9
289	Red Hot Chili Peppers	By The Way	Red Hot Chili Peppers - By The Way	music://id.echonest.com/~/TR/TRLIYSH121D191640E
290	Red Hot Chili Peppers	Californication	Red Hot Chili Peppers - Californication	music://id.echonest.com/~/TR/TRAKFYS121ED4222C8
291	Red Hot Chili Peppers	My Friends	Red Hot Chili Peppers - My Friends	music://id.echonest.com/~/TR/TRBOFXG121ED50539C
292	Red Hot Chili Peppers	Otherside	Red Hot Chili Peppers - Otherside	music://id.echonest.com/~/TR/TRPOYCY121EC8F2A89
293	Screaming Trees	You Tell Me All These Things	Screaming Trees - You Tell Me All These Things	music://id.echonest.com/~/TR/TRKCLJM121EBB49935
294	Smashing Pumpkins	Plume	Smashing Pumpkins - Plume	music://id.echonest.com/~/TR/TRLFJPZ121EA6D7EF9
295	Smashing Pumpkins	Snail	Smashing Pumpkins - Snail	music://id.echonest.com/~/TR/TREJIYE121EA6D7EF8
296	Stone Temple Pilots	Dead & Bloated	Stone Temple Pilots - Dead & Bloated	music://id.echonest.com/~/TR/TRLQORU121E857DDA1
297	Stone Temple Pilots	Sex Type Thing	Stone Temple Pilots - Sex Type Thing	music://id.echonest.com/~/TR/TREWABG121E8408CDF
298	Sublime	Santeria	Sublime - Santeria	music://id.echonest.com/~/TR/TRWIAFQ121E850156B
299	The Doors	Love Me Two Times	The Doors - Love Me Two Times	music://id.echonest.com/~/TR/TRNPBFO121E6174FFF
300	The Offspring	Million Miles Away	The Offspring - Million Miles Away	music://id.echonest.com/~/TR/TRDNRZR121E2986E19
302	Third Eye Blind	Burning Man	Third Eye Blind - Burning Man	music://id.echonest.com/~/TR/TROXEGK121E17834E4
303	Tom Petty	I Won't Back Down	Tom Petty - I Won't Back Down	music://id.echonest.com/~/TR/TRSGVWF121E0EEADDC
304	Tom Petty	Mary Jane's Last Dance	Tom Petty - Mary Jane's Last Dance	music://id.echonest.com/~/TR/TRGMXBR121E0FD30B2
305	Tool	Prison Sex	Tool - Prison Sex	music://id.echonest.com/~/TR/TRSVCST121E0B43523
306	Veruca Salt	Volcano Girls	Veruca Salt - Volcano Girls	music://id.echonest.com/~/TR/TRWMKEE121DA0DCCB1
307	Apoptygma Berzerk	25 Cromwell St.	Apoptygma Berzerk - 25 Cromwell St.	music://id.echonest.com/~/TR/TRCRGDV121DAAEDF12
308	Apoptygma Berzerk	Is Electronic Love To Blame?	Apoptygma Berzerk - Is Electronic Love To Blame?	music://id.echonest.com/~/TR/TRFDFSY121DAAEDF13
309	Assemblage 23	Cocoon	Assemblage 23 - Cocoon	music://id.echonest.com/~/TR/TRGPQBI121DB1067DA
310	Assemblage 23	Damaged	Assemblage 23 - Damaged	music://id.echonest.com/~/TR/TRYIUMS121DB494A55
311	Assemblage 23	Longevity	Assemblage 23 - Longevity	music://id.echonest.com/~/TR/TRUZTBN121DB494A56
312	Assemblage 23	Opened	Assemblage 23 - Opened	music://id.echonest.com/~/TR/TRQSWRF121DB61E332
313	Colony 5	Be My Slave	Colony 5 - Be My Slave	music://id.echonest.com/~/TR/TRDECNG121D3904149
314	Combichrist	Get Your Body Beat	Combichrist - Get Your Body Beat	music://id.echonest.com/~/TR/TRFJLRS121E64FADBA
315	Covenant	Dead Stars (Version)	Covenant - Dead Stars (Version)	music://id.echonest.com/~/TR/TRENPEY121E7065B35
316	Covenant	Figurehead	Covenant - Figurehead	music://id.echonest.com/~/TR/TRFQWYD121E64C3319
317	Decoded Feedback	Bio-Vital	Decoded Feedback - Bio-Vital	music://id.echonest.com/~/TR/TRKQBAC121E8E4CF91
318	Decoded Feedback	Infect Me	Decoded Feedback - Infect Me	music://id.echonest.com/~/TR/TRVZWZI121E8E4CF92
319	Die Krupps	Scent	Die Krupps - Scent	music://id.echonest.com/~/TR/TRVVWMD121E97F3AD3
321	Front Line Assembly	Social Enemy	Front Line Assembly - Social Enemy	music://id.echonest.com/~/TR/TRDUOOW121EC80C6E4
322	Grendel	New Flesh	Grendel - New Flesh	music://id.echonest.com/~/TR/TRHWATP121EE47EA5E
323	Icon Of Coil	Shelter	Icon Of Coil - Shelter	music://id.echonest.com/~/TR/TRXSATO121EFBC2F28
324	Imperative Reaction	Severed	Imperative Reaction - Severed	music://id.echonest.com/~/TR/TRPOWLW121D121835C
325	Junkie XL	Beauty Never Fades (Animatrix Edit)	Junkie XL - Beauty Never Fades (Animatrix Edit)	music://id.echonest.com/~/TR/TRAKPYP121F3072FBD
326	KMFDM	Don't Blow Your Top	KMFDM - Don't Blow Your Top	music://id.echonest.com/~/TR/TRTJJMG121F2EA2E01
327	Kill Memory Crash	Riyout	Kill Memory Crash - Riyout	music://id.echonest.com/~/TR/TRSLQFY121F3AED9A5
328	Kraftwerk	The Robots (live)	Kraftwerk - The Robots (live)	music://id.echonest.com/~/TR/TRKQETG121D1293807
329	Marilyn Manson	Great Big White World	Marilyn Manson - Great Big White World	music://id.echonest.com/~/TR/TRJVZGC121F3AED9A6
330	Ministry	So What	Ministry - So What	music://id.echonest.com/~/TR/TRPWWJH121F25354C2
331	Nine Inch Nails	Big Man With A Gun	Nine Inch Nails - Big Man With A Gun	music://id.echonest.com/~/TR/TRUMMCO121F0517DDD
332	Nine Inch Nails	Heresy	Nine Inch Nails - Heresy	music://id.echonest.com/~/TR/TRHYDGZ121F05E5EC2
333	Nine Inch Nails	Kinda I Want To	Nine Inch Nails - Kinda I Want To	music://id.echonest.com/~/TR/TRDDYDS121F078A936
334	Nine Inch Nails	No, You Don't	Nine Inch Nails - No, You Don't	music://id.echonest.com/~/TR/TRCQBFI121F0517DDC
335	Nine Inch Nails	Slipping Away	Nine Inch Nails - Slipping Away	music://id.echonest.com/~/TR/TRYIQWY121F0CCF72A
336	Nine Inch Nails	The Only Time	Nine Inch Nails - The Only Time	music://id.echonest.com/~/TR/TRBXDVR121F0CCF729
337	Nine Inch Nails	Zero Sum (Stephen Morris & Gillian Gilbert Remix)	Nine Inch Nails - Zero Sum (Stephen Morris & Gillian Gilbert Remix)	music://id.echonest.com/~/TR/TRXSIFS121F05E5EBF
338	Novakill	Why Won't You Die!?!	Novakill - Why Won't You Die!?!	music://id.echonest.com/~/TR/TRNZOBS121F05E5EAF
339	Orgy	Blue Monday	Orgy - Blue Monday	music://id.echonest.com/~/TR/TRLBSNM121F033E796
340	Portishead	Sour Times	Portishead - Sour Times	music://id.echonest.com/~/TR/TRXJIKH121EE3ED62A
341	Powerman 5000	When Worlds Collide	Powerman 5000 - When Worlds Collide	music://id.echonest.com/~/TR/TRXPKJN121EE3ED628
342	Pride And Fall	Border	Pride And Fall - Border	music://id.echonest.com/~/TR/TRDLSJI121EE3ED624
343	Project Pitchfork	Human Crossing	Project Pitchfork - Human Crossing	music://id.echonest.com/~/TR/TRFJELP121EDC8852B
344	Project Pitchfork	Io	Project Pitchfork - Io	music://id.echonest.com/~/TR/TRWBYCN121EE00FA40
345	Project Pitchfork	Realm Center	Project Pitchfork - Realm Center	music://id.echonest.com/~/TR/TRTOLDI121EDC28DD5
346	Provision	Visualize	Provision - Visualize	music://id.echonest.com/~/TR/TRXUMNN121EE1F829A
347	Rammstein	Mein Teil	Rammstein - Mein Teil	music://id.echonest.com/~/TR/TRXVVPZ121ED0CBAF3
348	Retrosic	Desperate Youth	Retrosic - Desperate Youth	music://id.echonest.com/~/TR/TRSQWTK121EC65289F
349	Rob Zombie	Dragula	Rob Zombie - Dragula	music://id.echonest.com/~/TR/TRGSTAX121ECC43094
350	Skinny Puppy	Hardset Head	Skinny Puppy - Hardset Head	music://id.echonest.com/~/TR/TRBBOHL121EAA501E2
351	Skinny Puppy	Rivers	Skinny Puppy - Rivers	music://id.echonest.com/~/TR/TRQLDGN121EAA501E1
352	Stiff Little Fingers	Roots, Radics, Rockers And Reggae [Live]	Stiff Little Fingers - Roots, Radics, Rockers And Reggae [Live]	music://id.echonest.com/~/TR/TRYDPDI121E85541AC
353	Suicide Commando	Dead March	Suicide Commando - Dead March	music://id.echonest.com/~/TR/TRIIPGI121E853DE20
354	Suicide Commando	Face Of Death (Blind Rage Mix)	Suicide Commando - Face Of Death (Blind Rage Mix)	music://id.echonest.com/~/TR/TRHSMBR121E88415DD
355	Suicide Commando	Mordfabrik	Suicide Commando - Mordfabrik	music://id.echonest.com/~/TR/TRYMLOR121E84E8EC9
356	Tactical Sekt	Syncope	Tactical Sekt - Syncope	music://id.echonest.com/~/TR/TRMDMVJ121E828808E
357	Velvet Acid Christ	Collapsed	Velvet Acid Christ - Collapsed	music://id.echonest.com/~/TR/TREZJWH121D9DFCF43
358	Velvet Acid Christ	Icon	Velvet Acid Christ - Icon	music://id.echonest.com/~/TR/TRJPUBT121DA1A76E6
359	Velvet Acid Christ	Let's Kill All These Mother Fuckers	Velvet Acid Christ - Let's Kill All These Mother Fuckers	music://id.echonest.com/~/TR/TRZRXSO121DA1A76E5
360	Velvet Acid Christ	Parasite	Velvet Acid Christ - Parasite	music://id.echonest.com/~/TR/TRTEVTO121DA243313
361	White Zombie	El Phantasmo And The Chicken-Run Blast-O-Rama (Remix)	White Zombie - El Phantasmo And The Chicken-Run Blast-O-Rama (Remix)	music://id.echonest.com/~/TR/TRWYFUH121D906864F
362	White Zombie	Electric Head (Pt. 2 ) (Remix)	White Zombie - Electric Head (Pt. 2 ) (Remix)	music://id.echonest.com/~/TR/TRNHZHI121D906864E
363	Wumpscut	Fear In Your Eyes	Wumpscut - Fear In Your Eyes	music://id.echonest.com/~/TR/TRFATHA121D771BD48
364	Wumpscut	Golgotha	Wumpscut - Golgotha	music://id.echonest.com/~/TR/TRMBRSO121D771BD47
365	Wumpscut	Opening The Gates Of Hell	Wumpscut - Opening The Gates Of Hell	music://id.echonest.com/~/TR/TRPKQGF121D761B3D2
366	Wumpscut	Rusty Nails From Hell	Wumpscut - Rusty Nails From Hell	music://id.echonest.com/~/TR/TRWKLIH121D761B3D1
367	Wumpscut	Wir Warten	Wumpscut - Wir Warten	music://id.echonest.com/~/TR/TRKEGGQ121D755A5DF
368	American Princes	Simple Life	American Princes - Simple Life	music://id.echonest.com/~/TR/TRAXCMJ121D9B9385D
369	Bacon Ray	Don't You Go Changing Gristle	Bacon Ray - Don't You Go Changing Gristle	music://id.echonest.com/~/TR/TRRYOYA121DF11819F
370	Bauhaus	God In An Alcove	Bauhaus - God In An Alcove	music://id.echonest.com/~/TR/TRSAIVX121E029B413
371	Bauhaus	Stigmata Martyr (Live)	Bauhaus - Stigmata Martyr (Live)	music://id.echonest.com/~/TR/TRTRGYP121DFF4EC60
372	Beck	Black Tambourine	Beck - Black Tambourine	music://id.echonest.com/~/TR/TRBXZOS121DFF4EC64
373	Black Sabbath	You Won't Change Me	Black Sabbath - You Won't Change Me	music://id.echonest.com/~/TR/TRYVLBB121E0CF9CBE
374	Bongos Ikwue & The Goovies	You've Gotta Help Yourself	Bongos Ikwue & The Goovies - You've Gotta Help Yourself	music://id.echonest.com/~/TR/TRZWDTC121E1CFC6DB
375	Buzzkill	Better This Way	Buzzkill - Better This Way	music://id.echonest.com/~/TR/TRCCAHW121E37B57F5
376	Chavez	Relaxed Fit	Chavez - Relaxed Fit	music://id.echonest.com/~/TR/TRVBWNC121E539A1FA
377	Compulsion	Rapejacket	Compulsion - Rapejacket	music://id.echonest.com/~/TR/TRPGBFA121E69FE0DB
378	Des Ark	No More Fighting Cats, OK?	Des Ark - No More Fighting Cats, OK?	music://id.echonest.com/~/TR/TRJUGGY121E8E4CFA3
379	Diagram Brothers	Put It In A Bigger Box	Diagram Brothers - Put It In A Bigger Box	music://id.echonest.com/~/TR/TRAPAPS121E8FD39A6
380	Dinosaur Jr.	Pointless	Dinosaur Jr. - Pointless	music://id.echonest.com/~/TR/TRQQLOE121E98F250D
381	Dinosaur Jr.	What If I Knew	Dinosaur Jr. - What If I Knew	music://id.echonest.com/~/TR/TRFPZTN121E98F250E
383	Dog Faced Hermans	Love Split With Blood	Dog Faced Hermans - Love Split With Blood	music://id.echonest.com/~/TR/TRPVHDN121EA105B29
384	EMF	Perfect Day	EMF - Perfect Day	music://id.echonest.com/~/TR/TRXRJQP121EAC7CC1A
385	Franz Ferdinand	Outsiders	Franz Ferdinand - Outsiders	music://id.echonest.com/~/TR/TRRWEHE121ECB3D133
386	Fugazi	Reprovisional	Fugazi - Reprovisional	music://id.echonest.com/~/TR/TRUQYLI121ECEECAD0
387	Fugazi	Target	Fugazi - Target	music://id.echonest.com/~/TR/TRRKYHH121EC80C6E7
388	Gang Of Four	I Love A Man In A Uniform (Steve Sinclair?Hugo Burnham Remix)	Gang Of Four - I Love A Man In A Uniform (Steve Sinclair?Hugo Burnham Remix)	music://id.echonest.com/~/TR/TRLMVPR121EC8F2A78
389	Group Sounds	It's All Over	Group Sounds - It's All Over	music://id.echonest.com/~/TR/TRXVUUK121EE50951A
390	Hot Snakes	This Mystic Decade (Peel Session)	Hot Snakes - This Mystic Decade (Peel Session)	music://id.echonest.com/~/TR/TRRANFZ121EF93F25B
391	Iggy & The Stooges	I'm Sick Of You	Iggy & The Stooges - I'm Sick Of You	music://id.echonest.com/~/TR/TRBBRBH121EFBFF016
392	Iggy & The Stooges	Search And Destroy	Iggy & The Stooges - Search And Destroy	music://id.echonest.com/~/TR/TREESMV121EF944C3B
393	Iggy Pop	I'm Sick Of You	Iggy Pop - I'm Sick Of You	music://id.echonest.com/~/TR/TRGZJHU121EF944C3D
394	Infadels	Topboy	Infadels - Topboy	music://id.echonest.com/~/TR/TRBPKFE121EFB38C42
395	Joy Division	Exercise One	Joy Division - Exercise One	music://id.echonest.com/~/TR/TRGRVQN121F28EFE43
396	Joy Division	Passover (Live)	Joy Division - Passover (Live)	music://id.echonest.com/~/TR/TRRKMWH121F2D49E6B
397	Joy Division	Shadowplay	Joy Division - Shadowplay	music://id.echonest.com/~/TR/TRGXHVT121F2D49E6C
398	Love Is Chemicals	Roads Lead Underground	Love Is Chemicals - Roads Lead Underground	music://id.echonest.com/~/TR/TRYMJSX121D27CB629
399	Magik Markers	Body Rot	Magik Markers - Body Rot	7f7fc79701488a67112a28eadc9c7032
400	Modern English	Life In The Gladhouse	Modern English - Life In The Gladhouse	music://id.echonest.com/~/TR/TRATKEN121F1EAA40C
401	Neighb'rhood Childr'n	Feeling Zero (Alternate Version)	Neighb'rhood Childr'n - Feeling Zero (Alternate Version)	music://id.echonest.com/~/TR/TRVASEI121F0517DEF
402	New Order	60 Miles An Hour	New Order - 60 Miles An Hour	music://id.echonest.com/~/TR/TRORJKG121F0CCF73A
403	New Order	ICB	New Order - ICB	music://id.echonest.com/~/TR/TRGHSLV121F0E7708B
404	New Order	Primitive Notion	New Order - Primitive Notion	music://id.echonest.com/~/TR/TRDANSR121F05E5ED1
405	Nirvana	Turnaround	Nirvana - Turnaround	music://id.echonest.com/~/TR/TRNRYHU121F07A89AE
406	Pansy Division	Total Entertainment	Pansy Division - Total Entertainment	music://id.echonest.com/~/TR/TRHRCEG121EFBC2F23
407	Park Avenue Playground	The Trip	Park Avenue Playground - The Trip	music://id.echonest.com/~/TR/TRDWVYH121EFB3AF5B
408	Passion	No One Like You ? David Crowder Band	Passion - No One Like You ? David Crowder Band	music://id.echonest.com/~/TR/TROHAVL121D1761B99
409	Pavement	Baptist Blacktick	Pavement - Baptist Blacktick	music://id.echonest.com/~/TR/TRSAEQP121EF35BD2F
410	Phantom Planet	Badd Business	Phantom Planet - Badd Business	music://id.echonest.com/~/TR/TRVIPCA121EEA89C4A
411	Richard Hell & The Voidoids	Love Comes In Spurts	Richard Hell & The Voidoids - Love Comes In Spurts	music://id.echonest.com/~/TR/TRJEPYI121ED4D5202
412	Richard Hell	Time	Richard Hell - Time	music://id.echonest.com/~/TR/TRSZWMR121ED0CBAE3
413	Ride	Drive Blind	Ride - Drive Blind	music://id.echonest.com/~/TR/TRIUVDY121EC80C6F0
414	Scratch Acid	Greatest Gift	Scratch Acid - Greatest Gift	music://id.echonest.com/~/TR/TRDCXQU121EBB49936
415	Siouxsie And The Banshees	Paradise Place (Live)	Siouxsie And The Banshees - Paradise Place (Live)	music://id.echonest.com/~/TR/TRZZZHO121EADA7959
416	Sky Saxon	Love Dog	Sky Saxon - Love Dog	music://id.echonest.com/~/TR/TRDHEDU121EA82F329
417	Snuff	Horse & Cart	Snuff - Horse & Cart	music://id.echonest.com/~/TR/TRDSUGT121EA63F96E
418	Social Distortion	Cold Feelings	Social Distortion - Cold Feelings	music://id.echonest.com/~/TR/TRYLJZK121EA68A4BD
419	Spacemen 3	Take Me To The Other Side	Spacemen 3 - Take Me To The Other Side	music://id.echonest.com/~/TR/TRDIHHL121EA08353A
420	Sun Dial	Magic Potion	Sun Dial - Magic Potion	music://id.echonest.com/~/TR/TRVBKGN121E84F0BC8
